id,text,aspects
1067,always get shabu shabu dinner beef is always fresh .,"['shabu dinner', 'shabu shabu', 'shabu shabu dinner beef', 'dinner beef']"
1068,pizza delivered cold cheese even fully melted !,['cold cheese']
1069,we surprised by good food on first visit on sunday night .,"['good food', 'sunday night', 'first visit']"
1070,"nha trang , notorious utter lack of comfort decor , horribly slow wait staff horribly quick meal , is one of best vietnamese restaurant ve ever to . pho is delicious come fresh vegtables .","['comfort decor', 'horribly slow wait staff', 'slow staff', 'utter lack', 'horribly quick meal', 'wait staff', 'quick meal', 'fresh vegtables', 'best restaurant', 'notorious lack', 'best vietnamese restaurant', 'vietnamese restaurant']"
1071,"on hand , if not fooled easily , find hundred of restaurant give service ambiance is on par alain ducasse , food outshine in presentaion , taste , choice , quality quantity .","['par ducasse', 'food outshine', 'par alain ducasse', 'service ambiance', 'alain ducasse', 'quality quantity']"
1072,we definitely go back .,[]
1073,live in neighborhood my friend meet me not bar scene but also promise of pizza at am .,"['my friend', 'but also promise']"
1074,is way it in day gone by .,[]
1075,"if could rate people would be chart unfortunately pizza , sorry not best in nyc .","['sorry pizza', 'unfortunately pizza']"
1076,food is amazing ! !,[]
1077,"not home in last year may skew reviewer bit , but food tasty spicy sans oil come floating along at similar venue .","['tasty oil', 'sans oil', 'last year', 'reviewer bit', 'similar venue']"
1078,"portion small , sauce overly ambitious usually inedible service is still good , , due to popularity , seems frantic .","['usually inedible service', 'inedible service', 'small portion']"
1079,"price , not eat well in manhattan .",[]
1080,"owner is friendly great guy , go try pizza , ll like it !","['friendly great guy', 'great guy', 'friendly guy']"
1081,atmosphere is great ! !,[]
1082,"it be fun experience group , kid would love it .","['experience group', 'fun experience group', 'fun experience']"
1083,"so many good restaurant on uws , need overpriced food , absurdly arrogant wait staff recognize work at glorified diner , clumsy service , management care .","['recognize work', 'management care', 'arrogant staff', 'good restaurant', 'so many good restaurant', 'staff recognize', 'wait staff', 'clumsy service', 'overpriced food', 'glorified diner', 'many restaurant', 'diner service']"
1084,"tend to judge sushi by sea urchin , heavenly at sushi rose .",['sea urchin']
1085,service is little scatty at time but is forgiven food arrives .,['little scatty']
1086,"bruscetta is bit soggy , but salad fresh , included nice mix of green not iceberg dish served piping hot kitchen .","['hot kitchen', 'nice mix', 'green not iceberg dish']"
1087,evaluated on term pastis is simply wonderful .,['term pastis']
1088,"atmosphere greatest , but suppose keep price .",[]
1089,pickle great addition .,['great addition']
1090,"if favorite chinese food is general tao chicken , is not .","['general tao chicken', 'favorite food', 'favorite chinese food', 'chinese food']"
1091,must try shrimp appetizer .,['shrimp appetizer']
1092,"not is cuisine best around , service always attentive charming .",[]
1093,"filled suit , though , so never really feel terribly comfortable .",['filled suit']
1094,"production is symphony , alot of fun to experience.the food sublime part .","['sublime part', 'experience.the food']"
1095,"waiter tend to forget drink completely , food portion so tiny , two people trouble sharing one entree .","['people trouble', 'food portion', 'tiny trouble']"
1096,"my wife going to nyc year miss roxy , food is expensive but it new york !","['new york', 'my wife', 'nyc year miss roxy', 'nyc year']"
1097,"it like transported to italian countryside , romantic filled antique .","['romantic antique', 'romantic filled antique', 'filled antique', 'italian countryside']"
1098,cold appetizer dish taste like way remember to taste growing up in taiwan .,"['dish taste', 'cold appetizer dish taste', 'cold appetizer', 'appetizer taste']"
1099,go see .,[]
1100,"packed at first , so we waited at bar minute we seated .",['bar minute']
1101,"interesting selection , good wine , service fine , fun decor .","['fun decor', 'service fine', 'good wine', 'interesting selection']"
1102,hate .,[]
1103,if reservation ll wait max minute so drink at bar .,['max minute']
1104,"whether it parmesean porcini souffle or lamb glazed with balsamic vinegar , surely be transported to northern italy with one bite .","['northern italy', 'balsamic vinegar', 'one bite', 'porcini souffle']"
1105,"awesome , , , sally !",[]
1106,food at is gourmet indian cuisine .,"['gourmet indian cuisine', 'indian cuisine']"
1107,finally reliable chinese !,[]
1108,get it !,[]
1109,but thing my wife hated it so loud it felt like bar or pub .,['my wife']
1110,"however , it so happens an even amazing street .","['amazing street', 'an even amazing street']"
1111,"plenty of place to go good corned beef sandwich , katz charm it .","['good corned beef sandwich', 'good sandwich', 'corned sandwich', 'beef sandwich']"
1112,"however , looking at table next to , we sort of wished we ordered pizza , looked perrfect .",[]
1113,priced at upper intermediate range .,"['intermediate range', 'upper range', 'upper intermediate range']"
1114,"fish adequate , but inexpertly sliced .",['adequate fish']
1115,recommend ordering in on weeknight .,[]
1116,"if live in new york city , ll find better food at small restaurant outside of time square spend half amount .","['half amount', 'new york city', 'small restaurant', 'better food']"
1117,try olive cream cheese or lox spread on whole wheat everything bagel .,"['cream cheese', 'wheat bagel', 'everything bagel', 'olive cream cheese', 'whole wheat everything bagel', 'olive cream', 'whole wheat']"
1118,"it not nobu , it sure is great deal definitely leave feeling satisfied full .",['great deal']
1119,so my husband made up an excuse so we leave .,"['my husband', 'an excuse']"
1120,it spicy but not offensive .,[]
1121,"disappoint , service second arrived at door extremely pleasant attentive almost one server per table .",['pleasant attentive']
1122,know think but no respect resident of neighborhood ever since opened cabaret next door blast loud music till three in morning every weekend summer .,"['no respect resident', 'weekend summer', 'door blast', 'respect resident', 'next blast', 'loud music']"
1123,rice to fish ration also good try to overpack rice .,['good ration']
1124,used shredded cheese on top !,['shredded cheese']
1125,located in middle of chinatown !,[]
1126,food is great good selecion of wine at reasonable price .,"['reasonable price', 'good selecion', 'great good selecion', 'great selecion']"
1127,eating at ottimo is like eating in chef salvatore esposito home .,"['chef salvatore esposito home', 'esposito home', 'salvatore home']"
1128,katz deli is great ny experience .,"['ny experience', 'great ny experience', 'great experience', 'katz deli']"
1129,check it .,[]
1130,"positive wait staff , prompt , knowledgable , likeable .","['positive wait staff', 'positive staff', 'prompt staff', 'wait staff']"
1131,reccommend godmother pizza higher .,"['reccommend godmother', 'godmother pizza']"
1132,"am not vegetarian but , almost dish great .",[]
1133,impressed by low key upper eastsider authentically thai cuisine ! !,"['thai cuisine', 'upper eastsider', 'low eastsider', 'key eastsider', 'low key upper eastsider', 'authentically thai cuisine']"
1134,would go if to pay .,[]
1135,"location , price reasonable .",['reasonable price']
1136,food is okay price mediocre .,"['okay price mediocre', 'okay mediocre', 'price mediocre']"
1137,my friend food also complete opposite of it supposed to taste like look like .,['my friend']
1138,ordered crab cocktail it soaked in lime juice concoction could taste lime .,"['lime juice', 'crab cocktail', 'lime juice concoction', 'juice concoction']"
1139,would like to return try of menu item to rush to show .,['menu item']
1140,"we to many time , always great food , wine , service .","[', always great food', 'great food', 'many time']"
1141,"hopefully next time , save room dessert .","['room dessert', 'next time']"
1142,"alain ducasse is best of everything , mean everything excelent.i",['alain ducasse']
1143,"not typical pizza , but good low key fairly cheap nice sit dinner .","['good key', 'sit dinner', 'typical pizza', 'cheap dinner', 'nice dinner', 'not typical pizza', 'low key']"
1144,corned beef tender melted in my mouth .,"['beef tender', 'corned beef tender', 'my mouth', 'corned tender']"
1145,go .,[]
1146,"best chicken pad tai , ve ever .",['best chicken pad tai']
1147,we even at table an hour total .,['hour total']
1148,eat sushi not be beaten .,[]
1149,it my first choice ever since discovered it .,"['my first choice', 'first choice']"
1150,different choice to create .,['different choice']
1151,"haru serf fresh fish , trendy , modern ambiance , prime location on park avenue south friendly service .","['serf fresh fish', 'prime location', 'friendly service', 'fresh fish', 'modern ambiance']"
1152,warm friendly in winter terrific outdoor seating in warmer month .,"['winter terrific outdoor seating', 'warmer month', 'terrific seating', 'outdoor seating']"
1153,"romantic fire ve literally spent hour at lanterna , drinking wine extensive wine enjoying ambience .","['romantic fire', 'extensive wine']"
