id,text,aspects,sentence
839,chance is joke .,[],chance is joke .
840,pretty much full fondue appetizer .,"['full appetizer', 'fondue appetizer', 'much appetizer']",pretty much full fondue appetizer .
841,be careful request extra spice .,"['extra spice', 'careful request']",be careful request extra spice .
842,octopus eater floored by octopus salad .,"['octopus salad', 'octopus eater']",octopus eater floored by octopus salad .
843,we thought is using much of msg cooking in food .,[],we thought is using much of msg cooking in food .
844,at rao last wed .,['last we'],at rao last wed .
845,tom kha soup pathetic .,"['soup pathetic', 'tom pathetic', 'kha pathetic', 'tom kha soup pathetic']",tom kha soup pathetic .
846,started bombay beer big enough two .,['bombay beer'],started bombay beer big enough two .
847,"decor is vibrant eye pleasing several semi private boths on right side of dining hall , great date .","['semi boths', 'several semi private boths', 'vibrant eye', 'great date', 'private boths', 'several boths', 'dining hall', 'right side']","decor is vibrant eye pleasing several semi private boths on right side of dining hall , great date ."
848,service quick .,[],service quick .
849,tends to turn people away .,[],tends to turn people away .
850,we thought prelude to evening be like .,[],we thought prelude to evening be like .
851,"turned on to by fellow foodie friend of mine , going back regularly ever since .","['fellow foodie friend', 'foodie friend', 'fellow friend']","turned on to by fellow foodie friend of mine , going back regularly ever since ."
852,drawback service is slow toast !,"['slow toast', 'drawback service']",drawback service is slow toast !
853,went an office lunch .,"['office lunch', 'an office lunch']",went an office lunch .
854,of at heartland brewery year never disappointed !,"['brewery year', 'heartland brewery year', 'heartland year']",of at heartland brewery year never disappointed !
855,"everytime decide to try another on ues , get angry go to zucchero pomodori .",['zucchero pomodori'],"everytime decide to try another on ues , get angry go to zucchero pomodori ."
856,sweet lassi excellent a lamb chettinad garlic naan but rasamalai forgettable .,[],sweet lassi excellent a lamb chettinad garlic naan but rasamalai forgettable .
857,"we ve following chef lyle food around new york year remaining classic , innovation bistro fare made u return return .","['york year', 'chef food', 'innovation bistro fare', 'chef lyle food', 'lyle food', 'innovation bistro', 'bistro fare']","we ve following chef lyle food around new york year remaining classic , innovation bistro fare made u return return ."
858,best thing tasted lambchop .,['best thing'],best thing tasted lambchop .
859,it delicious !,[],it delicious !
860,spicy tuna salmon best we ve ever .,"['tuna salmon', 'spicy tuna salmon']",spicy tuna salmon best we ve ever .
861,"even though good seafood , price high .",['good seafood'],"even though good seafood , price high ."
862,"in addition , food is good price reasonable .",['good price'],"in addition , food is good price reasonable ."
863,"upon entering , we greeted by owner , steven frederick , went of way to be gracious host .","['gracious host', 'steven frederick']","upon entering , we greeted by owner , steven frederick , went of way to be gracious host ."
864,"if live outside neighborhood , bother !",[],"if live outside neighborhood , bother !"
865,going since it opened seen quality value decrease considerably .,"['quality value decrease', 'quality value', 'value decrease']",going since it opened seen quality value decrease considerably .
866,"meat dish adorn selection , although still large number of vegetarian friendly choice .","['meat dish', 'large number', 'friendly choice', 'meat dish adorn selection', 'vegetarian friendly choice', 'vegetarian choice', 'adorn selection', 'dish selection']","meat dish adorn selection , although still large number of vegetarian friendly choice ."
867,never anything like .,['never anything'],never anything like .
868,reasonable price .,['reasonable price'],reasonable price .
869,bring service up notch by offerng complementary amuse bouche to table gave u small dessert celebration .,"['small celebration', 'dessert celebration', 'small dessert celebration']",bring service up notch by offerng complementary amuse bouche to table gave u small dessert celebration .
870,"try crunchy tuna , it is to die .",['crunchy tuna'],"try crunchy tuna , it is to die ."
871,it break bank but also wouldnt come back food .,[],it break bank but also wouldnt come back food .
872,"in , midtown gem instantly became one of my favorite sushi restaurant in city .","['my favorite sushi restaurant', 'sushi restaurant', 'favorite restaurant', 'midtown gem']","in , midtown gem instantly became one of my favorite sushi restaurant in city ."
873,ve to joya twice never go .,[],ve to joya twice never go .
874,so rushing u absolutely unnecessary !,[],so rushing u absolutely unnecessary !
875,however it is taiwanese in town .,[],however it is taiwanese in town .
876,it is lot of fun live entertainment kind of disney type special effect .,"['fun live entertainment kind', 'entertainment kind', 'live entertainment', 'fun kind', 'special effect', 'disney type special effect']",it is lot of fun live entertainment kind of disney type special effect .
877,"if re looking perfect traditional sushi , go if re looking interesting combination , try sushi of gari east side .","['gari side', 'east side', 'perfect sushi', 'traditional sushi', 'perfect traditional sushi', 'gari east side', 'interesting combination']","if re looking perfect traditional sushi , go if re looking interesting combination , try sushi of gari east side ."
878,"no refill on fountain drink , though .","['fountain drink', 'no refill']","no refill on fountain drink , though ."
879,wow beer to choose .,['wow beer'],wow beer to choose .
880,be careful of portion re huge .,[],be careful of portion re huge .
881,"steak tartare is great bet , fix it at table .","['steak tartare', 'great bet']","steak tartare is great bet , fix it at table ."
882,my first time happened not to like crab croquette apt ordered happy to change it me without making no big deal .,"['crab croquette apt', 'big deal', 'no big deal', 'my first time', 'first time']",my first time happened not to like crab croquette apt ordered happy to change it me without making no big deal .
883,great large group celebration super happy waiter entertainment of evening .,"['group celebration', 'super entertainment', 'great celebration', 'waiter entertainment', 'happy entertainment', 'celebration entertainment', 'large celebration']",great large group celebration super happy waiter entertainment of evening .
884,mention wine ?,[],mention wine ?
885,"plus , on wednesday night house wine is unlimited !",['wednesday night house wine'],"plus , on wednesday night house wine is unlimited !"
886,it is by far my favorite in brooklyn .,['my favorite'],it is by far my favorite in brooklyn .
887,it so crowded loud even talk to person next to .,[],it so crowded loud even talk to person next to .
888,love pizza ..,['love pizza'],love pizza ..
889,even my indian friend believe good tasty everything .,"['indian friend', 'even my indian friend', 'good tasty everything']",even my indian friend believe good tasty everything .
