id,sentence,aspects,aspectCategories,text
778,A++   The service was good to excellent along with the attitude.,"[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""10"", ""end"": ""17""}, {""term"": ""attitude"", ""polarity"": ""positive"", ""start"": ""55"", ""end"": ""63""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",A++   The service was good to excellent along with the attitude.
3029,"This is my fourth try over a two year period, and I'm done.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","This is my fourth try over a two year period, and I'm done."
1672,The food is awesome - definitely try the striped bass.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""striped bass"", ""polarity"": ""positive"", ""start"": ""41"", ""end"": ""53""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The food is awesome - definitely try the striped bass.
1125,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander.","[{""term"": ""music"", ""polarity"": ""conflict"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""corriander"", ""polarity"": ""neutral"", ""start"": ""136"", ""end"": ""146""}]","[{""category"": ""ambience"", ""polarity"": ""conflict""}]","The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
3694,black white shakes came out good also.,"[{""term"": ""black white shakes"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""18""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",black white shakes came out good also.
2721,It's simply the best meal in NYC.,"[{""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""25""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",It's simply the best meal in NYC.
884,Probably would not go again...,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Probably would not go again...
954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,"[{""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""82"", ""end"": ""88""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",After passing by this restaurant for sometime I finally decided to go in and have dinner.
2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.","[{""term"": ""seating"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""ambience"", ""polarity"": ""negative""}]","The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
1250,I ordered the chu chu curry and my friend ordered the pad thai chicken.,"[{""term"": ""chu chu curry"", ""polarity"": ""neutral"", ""start"": ""14"", ""end"": ""27""}, {""term"": ""pad thai chicken"", ""polarity"": ""neutral"", ""start"": ""54"", ""end"": ""70""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",I ordered the chu chu curry and my friend ordered the pad thai chicken.
3234,We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,"[{""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""63"", ""end"": ""67""}, {""term"": ""prix fixe"", ""polarity"": ""neutral"", ""start"": ""25"", ""end"": ""34""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
2494,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).
1533,"However, they've got the most amazing pastrami and the soups hit the spot.","[{""term"": ""pastrami"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""46""}, {""term"": ""soups"", ""polarity"": ""positive"", ""start"": ""55"", ""end"": ""60""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","However, they've got the most amazing pastrami and the soups hit the spot."
1055,Great bagels made the old-fashioned way.,"[{""term"": ""bagels"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Great bagels made the old-fashioned way.
1784,"This is some really good, inexpensive sushi.","[{""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""43""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","This is some really good, inexpensive sushi."
2178,"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.","[{""term"": ""bagel with lox spread"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""59""}, {""term"": ""bagles"", ""polarity"": ""positive"", ""start"": ""73"", ""end"": ""79""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good."
1689,"I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""46"", ""end"": ""50""}, {""term"": ""quality of food"", ""polarity"": ""negative"", ""start"": ""80"", ""end"": ""95""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too."
771,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.,"[{""term"": ""lobby area"", ""polarity"": ""negative"", ""start"": ""53"", ""end"": ""63""}, {""term"": ""seated"", ""polarity"": ""negative"", ""start"": ""156"", ""end"": ""162""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
3370,The pizza is delicious and the proprietor is one of the nicest in NYC.,"[{""term"": ""pizza"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""proprietor"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",The pizza is delicious and the proprietor is one of the nicest in NYC.
823,"Also good for client lunch meetings, esp.","[{""term"": ""lunch meetings"", ""polarity"": ""neutral"", ""start"": ""21"", ""end"": ""35""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","Also good for client lunch meetings, esp."
1988,For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,[],"[{""category"": ""price"", ""polarity"": ""negative""}]",For $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.
3535,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.","[{""term"": ""decor"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""9""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""104"", ""end"": ""110""}, {""term"": ""food's presentation"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""67""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]","The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
2449,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,"[{""term"": ""Waitstaff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""13""}, {""term"": ""swordfish"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""52""}, {""term"": ""meal"", ""polarity"": ""positive"", ""start"": ""83"", ""end"": ""87""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]",The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
993,The setting is casual and romantic.,"[{""term"": ""setting"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",The setting is casual and romantic.
3598,IT WAS HORRIBLE.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",IT WAS HORRIBLE.
2840,"Terrible, terrible management - deserves to be shut-down.","[{""term"": ""management"", ""polarity"": ""negative"", ""start"": ""19"", ""end"": ""29""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","Terrible, terrible management - deserves to be shut-down."
1034,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","[{""term"": ""service"", ""polarity"": ""positive"", ""start"": ""15"", ""end"": ""22""}, {""term"": ""seating"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""36""}, {""term"": ""Delivery"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""51""}, {""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""63"", ""end"": ""68""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}]","Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
2709,The desserts are more appealing then stuffy overpriced French restaurants.,"[{""term"": ""desserts"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The desserts are more appealing then stuffy overpriced French restaurants.
2734,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...","[{""term"": ""Italian food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""16""}, {""term"": ""service"", ""polarity"": ""conflict"", ""start"": ""81"", ""end"": ""88""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""conflict""}]","The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner..."
174,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",[],"[{""category"": ""service"", ""polarity"": ""conflict""}]","As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."
3654,"I found the food to be outstanding, particulary the salmon dish I had.","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""16""}, {""term"": ""salmon dish"", ""polarity"": ""positive"", ""start"": ""52"", ""end"": ""63""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","I found the food to be outstanding, particulary the salmon dish I had."
1049,Mizu is home to creative and unique rolls not to found anywhere else.,"[{""term"": ""rolls"", ""polarity"": ""positive"", ""start"": ""36"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Mizu is home to creative and unique rolls not to found anywhere else.
2515,"The New York Times has reviewed this place three times already, you know it's going to be good.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","The New York Times has reviewed this place three times already, you know it's going to be good."
3320,Baluchi's has solid food and a nice decor at reasonable prices.,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""20"", ""end"": ""24""}, {""term"": ""decor"", ""polarity"": ""positive"", ""start"": ""36"", ""end"": ""41""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""56"", ""end"": ""62""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",Baluchi's has solid food and a nice decor at reasonable prices.
102,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.","[{""term"": ""owner"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""17""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","Emilio, the owner, is often sitting in the front table greeting guests as they come and go."
