id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
247,lived in shanghai of my life thought food comparable to flagship green bo .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""50"", ""end"": ""54""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}, {""category"": ""food"", ""polarity"": ""positive""}]",lived in shanghai of my life thought food comparable to flagship green bo .,lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there.,"['lived', 'in', 'shanghai', 'most', 'of', 'my', 'life', 'and', 'thought', 'the', 'food', 'was', 'comparable', 'to', 'the', 'flagship', 'green', 'bo', 'restaurant', 'there', '.']","['lived', 'in', 'shanghai', 'of', 'my', 'life', 'thought', 'food', 'comparable', 'to', 'flagship', 'green', 'bo', '.']","['lived', 'in', 'shanghai', 'of', 'my', 'life', 'thought', 'food', 'comparable', 'to', 'flagship', 'green', 'bo', '.']",lived in shanghai of my life thought food comparable to flagship green bo .
2823,"highly recommend cafe st. bart food , ambience wonderful service .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""45"", ""end"": ""49""}, {""term"": ""ambience"", ""polarity"": ""positive"", ""start"": ""55"", ""end"": ""63""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""78"", ""end"": ""85""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","highly recommend cafe st. bart food , ambience wonderful service .","i highly recommend cafe st. bart s for their food, the ambience and wonderful service.","['highly', 'recommend', 'cafe', 'st.', 'bart', 'for', 'their', 'food', ',', 'the', 'ambience', 'and', 'wonderful', 'service', '.']","['highly', 'recommend', 'cafe', 'st.', 'bart', 'food', ',', 'ambience', 'wonderful', 'service', '.']","['highly', 'recommend', 'cafe', 'st.', 'bart', 'food', ',', 'ambience', 'wonderful', 'service', '.']","highly recommend cafe st. bart food , ambience wonderful service ."
3628,"however , it not worth special trip .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","however , it not worth special trip .","however, it s not worth a special trip.","['however', ',', 'it', 'not', 'worth', 'special', 'trip', '.']","['however', ',', 'it', 'not', 'worth', 'special', 'trip', '.']","['however', ',', 'it', 'not', 'worth', 'special', 'trip', '.']","however , it not worth special trip ."
349,nice value .,[],"[{""category"": ""price"", ""polarity"": ""positive""}]",nice value .,nice value.,"['nice', 'value', '.']","['nice', 'value', '.']","['nice', 'value', '.']",nice value .
987,gigino in wagner park is so enjoyable .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",gigino in wagner park is so enjoyable .,gigino s in wagner park is so enjoyable.,"['gigino', 'in', 'wagner', 'park', 'is', 'so', 'enjoyable', '.']","['gigino', 'in', 'wagner', 'park', 'is', 'so', 'enjoyable', '.']","['gigino', 'in', 'wagner', 'park', 'is', 'so', 'enjoyable', '.']",gigino in wagner park is so enjoyable .
1611,it quick is important .,[],"[{""category"": ""service"", ""polarity"": ""positive""}]",it quick is important .,and it was quick which is very important.,"['and', 'it', 'was', 'quick', 'which', 'is', 'very', 'important', '.']","['it', 'quick', 'is', 'important', '.']","['it', 'quick', 'is', 'important', '.']",it quick is important .
2649,is nice if looking good to host an intimate dinner meeting business associate .,"[{""term"": ""dinner meeting"", ""polarity"": ""neutral"", ""start"": ""82"", ""end"": ""96""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",is nice if looking good to host an intimate dinner meeting business associate .,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,"['this', 'is', 'nice', 'restaurant', 'if', 'you', 'are', 'looking', 'for', 'good', 'place', 'to', 'host', 'an', 'intimate', 'dinner', 'meeting', 'with', 'business', 'associates', '.']","['is', 'nice', 'if', 'looking', 'good', 'to', 'host', 'an', 'intimate', 'dinner', 'meeting', 'business', 'associates', '.']","['is', 'nice', 'if', 'looking', 'good', 'to', 'host', 'an', 'intimate', 'dinner', 'meeting', 'business', 'associate', '.']",is nice if looking good to host an intimate dinner meeting business associate .
2396,nyu student love so it make fun young atmosphere .,"[{""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""65"", ""end"": ""75""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",nyu student love so it make fun young atmosphere .,all the nyu students love this place so it makes for a fun young atmosphere.,"['all', 'the', 'nyu', 'students', 'love', 'this', 'place', 'so', 'it', 'makes', 'for', 'fun', 'young', 'atmosphere', '.']","['nyu', 'students', 'love', 'so', 'it', 'makes', 'fun', 'young', 'atmosphere', '.']","['nyu', 'student', 'love', 'so', 'it', 'make', 'fun', 'young', 'atmosphere', '.']",nyu student love so it make fun young atmosphere .
139,food great service to name cantonese is ... .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""Cantonese"", ""polarity"": ""positive"", ""start"": ""48"", ""end"": ""57""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",food great service to name cantonese is ... .,the food here does a great service to the name cantonese that is... .,"['the', 'food', 'here', 'does', 'great', 'service', 'to', 'the', 'name', 'cantonese', 'that', 'is', '...', '.']","['food', 'great', 'service', 'to', 'name', 'cantonese', 'is', '...', '.']","['food', 'great', 'service', 'to', 'name', 'cantonese', 'is', '...', '.']",food great service to name cantonese is ... .
841,"but , nothing stand cooking .","[{""term"": ""cooking"", ""polarity"": ""neutral"", ""start"": ""34"", ""end"": ""41""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]","but , nothing stand cooking .","but, nothing stands out about the cooking.","['but', ',', 'nothing', 'stands', 'out', 'about', 'the', 'cooking', '.']","['but', ',', 'nothing', 'stands', 'cooking', '.']","['but', ',', 'nothing', 'stand', 'cooking', '.']","but , nothing stand cooking ."
3477,joya used to be cool decent food colorful if not relaxed atmosphere .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""40"", ""end"": ""44""}, {""term"": ""atmosphere"", ""polarity"": ""positive"", ""start"": ""79"", ""end"": ""89""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""positive""}]",joya used to be cool decent food colorful if not relaxed atmosphere .,joya used to be a cool spot with decent food and a colorful if not relaxed atmosphere.,"['joya', 'used', 'to', 'be', 'cool', 'spot', 'with', 'decent', 'food', 'and', 'colorful', 'if', 'not', 'relaxed', 'atmosphere', '.']","['joya', 'used', 'to', 'be', 'cool', 'decent', 'food', 'colorful', 'if', 'not', 'relaxed', 'atmosphere', '.']","['joya', 'used', 'to', 'be', 'cool', 'decent', 'food', 'colorful', 'if', 'not', 'relaxed', 'atmosphere', '.']",joya used to be cool decent food colorful if not relaxed atmosphere .
442,"if problem , go to mcdonald destroy inside .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","if problem , go to mcdonald destroy inside .","if that s a problem, go to mcdonald s and destroy your insides.","['if', 'that', 'problem', ',', 'go', 'to', 'mcdonald', 'and', 'destroy', 'your', 'insides', '.']","['if', 'problem', ',', 'go', 'to', 'mcdonald', 'destroy', 'insides', '.']","['if', 'problem', ',', 'go', 'to', 'mcdonald', 'destroy', 'inside', '.']","if problem , go to mcdonald destroy inside ."
90,prix fixe menu is worth every penny get enough in quantity quality .,"[{""term"": ""Prix Fixe menu"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""18""}, {""term"": ""quantity"", ""polarity"": ""positive"", ""start"": ""78"", ""end"": ""86""}, {""term"": ""quality"", ""polarity"": ""positive"", ""start"": ""91"", ""end"": ""98""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",prix fixe menu is worth every penny get enough in quantity quality .,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality .,"['the', 'prix', 'fixe', 'menu', 'is', 'worth', 'every', 'penny', 'and', 'you', 'get', 'more', 'than', 'enough', 'both', 'in', 'quantity', 'and', 'quality', '.']","['prix', 'fixe', 'menu', 'is', 'worth', 'every', 'penny', 'get', 'enough', 'in', 'quantity', 'quality', '.']","['prix', 'fixe', 'menu', 'is', 'worth', 'every', 'penny', 'get', 'enough', 'in', 'quantity', 'quality', '.']",prix fixe menu is worth every penny get enough in quantity quality .
298,ve time lunch it is one of my favorite in city .,"[{""term"": ""lunch"", ""polarity"": ""neutral"", ""start"": ""27"", ""end"": ""32""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",ve time lunch it is one of my favorite in city .,i ve been here times for lunch and it is one of my favorites in the city.,"['ve', 'been', 'here', 'times', 'for', 'lunch', 'and', 'it', 'is', 'one', 'of', 'my', 'favorites', 'in', 'the', 'city', '.']","['ve', 'times', 'lunch', 'it', 'is', 'one', 'of', 'my', 'favorites', 'in', 'city', '.']","['ve', 'time', 'lunch', 'it', 'is', 'one', 'of', 'my', 'favorite', 'in', 'city', '.']",ve time lunch it is one of my favorite in city .
1104,"egg benedict brunch , worst in my entire life , tried removing hollondaise sauce completely failed it .","[{""term"": ""eggs benedict"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""25""}, {""term"": ""hollondaise sauce"", ""polarity"": ""negative"", ""start"": ""99"", ""end"": ""116""}, {""term"": ""brunch"", ""polarity"": ""neutral"", ""start"": ""30"", ""end"": ""36""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","egg benedict brunch , worst in my entire life , tried removing hollondaise sauce completely failed it .","i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.","['had', 'their', 'eggs', 'benedict', 'for', 'brunch', ',', 'which', 'were', 'the', 'worst', 'in', 'my', 'entire', 'life', ',', 'tried', 'removing', 'the', 'hollondaise', 'sauce', 'completely', 'that', 'was', 'how', 'failed', 'it', 'was', '.']","['eggs', 'benedict', 'brunch', ',', 'worst', 'in', 'my', 'entire', 'life', ',', 'tried', 'removing', 'hollondaise', 'sauce', 'completely', 'failed', 'it', '.']","['egg', 'benedict', 'brunch', ',', 'worst', 'in', 'my', 'entire', 'life', ',', 'tried', 'removing', 'hollondaise', 'sauce', 'completely', 'failed', 'it', '.']","egg benedict brunch , worst in my entire life , tried removing hollondaise sauce completely failed it ."
2563,"work near by , best oatmeal in neighborhood not packaged or quick cooked item .","[{""term"": ""oatmeal"", ""polarity"": ""positive"", ""start"": ""39"", ""end"": ""46""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","work near by , best oatmeal in neighborhood not packaged or quick cooked item .","i work near by, and they have the best oatmeal in the neighborhood not a packaged or quick cooked item.","['work', 'near', 'by', ',', 'and', 'they', 'have', 'the', 'best', 'oatmeal', 'in', 'the', 'neighborhood', 'not', 'packaged', 'or', 'quick', 'cooked', 'item', '.']","['work', 'near', 'by', ',', 'best', 'oatmeal', 'in', 'neighborhood', 'not', 'packaged', 'or', 'quick', 'cooked', 'item', '.']","['work', 'near', 'by', ',', 'best', 'oatmeal', 'in', 'neighborhood', 'not', 'packaged', 'or', 'quick', 'cooked', 'item', '.']","work near by , best oatmeal in neighborhood not packaged or quick cooked item ."
1280,always busy but fast moving .,[],"[{""category"": ""ambience"", ""polarity"": ""conflict""}]",always busy but fast moving .,always busy but fast moving.,"['always', 'busy', 'but', 'fast', 'moving', '.']","['always', 'busy', 'but', 'fast', 'moving', '.']","['always', 'busy', 'but', 'fast', 'moving', '.']",always busy but fast moving .
2790,bad food of heritage .,"[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""16""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",bad food of heritage .,too bad the food wasn t of the same heritage.,"['too', 'bad', 'the', 'food', 'wasn', 'of', 'the', 'same', 'heritage', '.']","['bad', 'food', 'of', 'heritage', '.']","['bad', 'food', 'of', 'heritage', '.']",bad food of heritage .
323,"menu looked good , except offering chilean sea bass , but server not offer up special written on board outside .","[{""term"": ""menu"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""Chilean Sea Bass"", ""polarity"": ""negative"", ""start"": ""46"", ""end"": ""62""}, {""term"": ""server"", ""polarity"": ""negative"", ""start"": ""72"", ""end"": ""78""}, {""term"": ""specials"", ""polarity"": ""neutral"", ""start"": ""101"", ""end"": ""109""}]","[{""category"": ""food"", ""polarity"": ""conflict""}, {""category"": ""service"", ""polarity"": ""negative""}]","menu looked good , except offering chilean sea bass , but server not offer up special written on board outside .","the menu looked good, except for offering the chilean sea bass, but the server does not offer up the specials that were written on the board outside.","['the', 'menu', 'looked', 'good', ',', 'except', 'for', 'offering', 'the', 'chilean', 'sea', 'bass', ',', 'but', 'the', 'server', 'does', 'not', 'offer', 'up', 'the', 'specials', 'that', 'were', 'written', 'on', 'the', 'board', 'outside', '.']","['menu', 'looked', 'good', ',', 'except', 'offering', 'chilean', 'sea', 'bass', ',', 'but', 'server', 'not', 'offer', 'up', 'specials', 'written', 'on', 'board', 'outside', '.']","['menu', 'looked', 'good', ',', 'except', 'offering', 'chilean', 'sea', 'bass', ',', 'but', 'server', 'not', 'offer', 'up', 'special', 'written', 'on', 'board', 'outside', '.']","menu looked good , except offering chilean sea bass , but server not offer up special written on board outside ."
24,sexy .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",sexy .,sexy.,"['sexy', '.']","['sexy', '.']","['sexy', '.']",sexy .
