review_id,text,aspects,sentiments
560,"the waitress remembers me and is friendly , know my regular is and the fried mini bun with the condensed milk and the assorted fruit on beancurd .","['condensed milk', 'fried bun', 'the assorted fruit', 'mini bun', 'the condensed milk', 'assorted fruit', 'the waitress']","[{'aspect': 'condensed milk', 'sentiment': 'neutral', 'score': 0.0, 'context': 'the fried mini bun with the condensed milk and the assorted fruit on beancurd'}, {'aspect': 'fried bun', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'the assorted fruit', 'sentiment': 'neutral', 'score': 0.0, 'context': 'bun with the condensed milk and the assorted fruit on beancurd .'}, {'aspect': 'mini bun', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my regular is and the fried mini bun with the condensed milk and the'}, {'aspect': 'the condensed milk', 'sentiment': 'neutral', 'score': 0.0, 'context': 'and the fried mini bun with the condensed milk and the assorted fruit on beancurd'}, {'aspect': 'assorted fruit', 'sentiment': 'neutral', 'score': 0.0, 'context': 'with the condensed milk and the assorted fruit on beancurd .'}, {'aspect': 'the waitress', 'sentiment': 'positive', 'score': 0.38, 'context': 'the waitress remembers me and is friendly ,'}]"
561,going back .,[],[]
562,diner food at bistro price is bummer ...,"['diner food', 'bistro price']","[{'aspect': 'diner food', 'sentiment': 'neutral', 'score': 0.0, 'context': 'diner food at bistro price is bummer ...'}, {'aspect': 'bistro price', 'sentiment': 'neutral', 'score': 0.0, 'context': 'diner food at bistro price is bummer ...'}]"
563,my friend going regularly two year .,['my friend'],"[{'aspect': 'my friend', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my friend going regularly two year .'}]"
564,"wow ! missed one , tried long tan last week first time know ny time many in neighborhood already knew .","['first time', 'last week', 'ny time', 'long tan']","[{'aspect': 'first time', 'sentiment': 'positive', 'score': 0.17, 'context': ', tried long tan last week first time know ny time many in neighborhood'}, {'aspect': 'last week', 'sentiment': 'positive', 'score': 0.17, 'context': 'missed one , tried long tan last week first time know ny time many'}, {'aspect': 'ny time', 'sentiment': 'positive', 'score': 0.25, 'context': 'tan last week first time know ny time many in neighborhood already knew .'}, {'aspect': 'long tan', 'sentiment': 'neutral', 'score': 0.08, 'context': 'wow ! missed one , tried long tan last week first time know ny'}]"
565,"go on an empty stomach leave feeling like baby veal calf ok bad joke , but see .","['bad joke', 'an empty stomach', 'veal calf', 'empty stomach']","[{'aspect': 'bad joke', 'sentiment': 'neutral', 'score': -0.1, 'context': 'feeling like baby veal calf ok bad joke , but see .'}, {'aspect': 'an empty stomach', 'sentiment': 'neutral', 'score': -0.1, 'context': 'go on an empty stomach leave feeling like baby veal calf'}, {'aspect': 'veal calf', 'sentiment': 'neutral', 'score': -0.1, 'context': 'empty stomach leave feeling like baby veal calf ok bad joke , but see'}, {'aspect': 'empty stomach', 'sentiment': 'neutral', 'score': -0.1, 'context': 'go on an empty stomach leave feeling like baby veal calf'}]"
566,"we thoroughly enjoyed food , it annoying to scream across table conversation .",['table conversation'],"[{'aspect': 'table conversation', 'sentiment': 'negative', 'score': -0.8, 'context': ', it annoying to scream across table conversation .'}]"
567,me my girl definitely go back .,['my girl'],"[{'aspect': 'my girl', 'sentiment': 'neutral', 'score': 0.0, 'context': 'me my girl definitely go back .'}]"
568,"first time sushi outstanding , second time it little bland .","['first time', 'second time']","[{'aspect': 'first time', 'sentiment': 'positive', 'score': 0.25, 'context': 'first time sushi outstanding , second time it'}, {'aspect': 'second time', 'sentiment': 'neutral', 'score': 0.08, 'context': 'first time sushi outstanding , second time it little bland .'}]"
569,portion large server always surprise u different starter .,"['large server', 'different starter', 'portion large server']","[{'aspect': 'large server', 'sentiment': 'positive', 'score': 0.11, 'context': 'portion large server always surprise u different starter .'}, {'aspect': 'different starter', 'sentiment': 'positive', 'score': 0.11, 'context': 'portion large server always surprise u different starter .'}, {'aspect': 'portion large server', 'sentiment': 'positive', 'score': 0.11, 'context': 'portion large server always surprise u different starter .'}]"
570,"delicious bagel , especially right of oven .","['right bagel', 'delicious bagel']","[{'aspect': 'right bagel', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'delicious bagel', 'sentiment': 'positive', 'score': 0.79, 'context': 'delicious bagel , especially right of oven .'}]"
571,ive passed by ton of time always wanting to go in .,[],[]
572,food hot tasty .,"['hot tasty', 'food hot tasty']","[{'aspect': 'hot tasty', 'sentiment': 'positive', 'score': 0.25, 'context': 'food hot tasty .'}, {'aspect': 'food hot tasty', 'sentiment': 'positive', 'score': 0.25, 'context': 'food hot tasty .'}]"
573,several time it never dissapoints .,['several time'],"[{'aspect': 'several time', 'sentiment': 'neutral', 'score': -0.0, 'context': 'several time it never dissapoints .'}]"
574,is one great to eat pizza but not good take pizza .,[],[]
575,server helpful friendly .,[],[]
576,try green curry with vegetable .,['green curry'],"[{'aspect': 'green curry', 'sentiment': 'negative', 'score': -0.2, 'context': 'try green curry with vegetable .'}]"
577,would recommend a good date if want to drop ton of cash .,"['a good date', 'good date']","[{'aspect': 'a good date', 'sentiment': 'positive', 'score': 0.7, 'context': 'would recommend a good date if want to drop ton of'}, {'aspect': 'good date', 'sentiment': 'positive', 'score': 0.7, 'context': 'would recommend a good date if want to drop ton of'}]"
578,not sure happens time is kind of treatment buy repeat business !,['repeat business'],"[{'aspect': 'repeat business', 'sentiment': 'positive', 'score': 0.75, 'context': 'time is kind of treatment buy repeat business !'}]"
579,not !,[],[]
580,"first of , place is not romantic , a claimed by citysearch editorial review .","['editorial review', 'citysearch editorial', 'citysearch editorial review']","[{'aspect': 'editorial review', 'sentiment': 'neutral', 'score': 0.0, 'context': 'romantic , a claimed by citysearch editorial review .'}, {'aspect': 'citysearch editorial', 'sentiment': 'neutral', 'score': -0.0, 'context': 'not romantic , a claimed by citysearch editorial review .'}, {'aspect': 'citysearch editorial review', 'sentiment': 'neutral', 'score': -0.0, 'context': 'not romantic , a claimed by citysearch editorial review .'}]"
581,"second walk heavy vault like door , people anticipating arrival get sense going to ride of lifetime .","['second walk heavy vault', 'heavy vault', 'second vault']","[{'aspect': 'second walk heavy vault', 'sentiment': 'neutral', 'score': -0.1, 'context': 'second walk heavy vault like door , people anticipating arrival'}, {'aspect': 'heavy vault', 'sentiment': 'neutral', 'score': -0.1, 'context': 'second walk heavy vault like door , people anticipating arrival'}, {'aspect': 'second vault', 'sentiment': 'neutral', 'score': 0.0}]"
582,much reasonably priced !,[],[]
583,"if venture island of manhattan seem to find great italian , drive to corona .",['venture island'],"[{'aspect': 'venture island', 'sentiment': 'positive', 'score': 0.8, 'context': 'if venture island of manhattan seem to find great'}]"
584,"food not tasty , portioins tiny even high quality .","['tiny even high quality', 'high quality', 'tiny quality', 'tasty portioins']","[{'aspect': 'tiny even high quality', 'sentiment': 'neutral', 'score': -0.08, 'context': 'food not tasty , portioins tiny even high quality .'}, {'aspect': 'high quality', 'sentiment': 'neutral', 'score': -0.08, 'context': 'not tasty , portioins tiny even high quality .'}, {'aspect': 'tiny quality', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'tasty portioins', 'sentiment': 'neutral', 'score': 0.0}]"
585,my friend milan pleasantly surprised we arrived everyone spoke italian .,['my friend'],"[{'aspect': 'my friend', 'sentiment': 'neutral', 'score': 0.1, 'context': 'my friend milan pleasantly surprised we arrived everyone'}]"
586,others to go to restaurant feel sad re eaten .,[],[]
587,make reservation if going to keep it ?,[],[]
588,"pad thai is excellent , a well .",['pad thai'],"[{'aspect': 'pad thai', 'sentiment': 'positive', 'score': 1.0, 'context': 'pad thai is excellent , a well .'}]"
589,big gawky on outside .,['big gawky'],"[{'aspect': 'big gawky', 'sentiment': 'negative', 'score': -0.18, 'context': 'big gawky on outside .'}]"
590,to mary many time like it .,['many time'],"[{'aspect': 'many time', 'sentiment': 'positive', 'score': 0.5, 'context': 'to mary many time like it .'}]"
591,"searching to get cold , freezing weather , we went we thought deli .","['freezing weather', 'cold weather', 'cold , freezing weather']","[{'aspect': 'freezing weather', 'sentiment': 'negative', 'score': -0.6, 'context': 'searching to get cold , freezing weather , we went we thought deli'}, {'aspect': 'cold weather', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'cold , freezing weather', 'sentiment': 'negative', 'score': -0.6, 'context': 'searching to get cold , freezing weather , we went we thought deli'}]"
592,do not recommend lunch special it tasts regular chinese .,['regular chinese'],"[{'aspect': 'regular chinese', 'sentiment': 'negative', 'score': -0.12, 'context': 'not recommend lunch special it tasts regular chinese .'}]"
593,highly recommended ! !,[],[]
594,is best thing in soho .,['best thing'],"[{'aspect': 'best thing', 'sentiment': 'positive', 'score': 1.0, 'context': 'is best thing in soho .'}]"
595,went last night pleasant experience .,"['last night', 'pleasant experience']","[{'aspect': 'last night', 'sentiment': 'positive', 'score': 0.37, 'context': 'went last night pleasant experience .'}, {'aspect': 'pleasant experience', 'sentiment': 'positive', 'score': 0.37, 'context': 'went last night pleasant experience .'}]"
596,"we parked on block of nina place looked nice , people obviously enjoying pizza .",['nina place'],"[{'aspect': 'nina place', 'sentiment': 'positive', 'score': 0.55, 'context': 'we parked on block of nina place looked nice , people obviously enjoying'}]"
597,came my boyfriend anniversary it highly recommended to by friend .,"['my boyfriend anniversary', 'boyfriend anniversary']","[{'aspect': 'my boyfriend anniversary', 'sentiment': 'positive', 'score': 0.16, 'context': 'came my boyfriend anniversary it highly recommended to by friend'}, {'aspect': 'boyfriend anniversary', 'sentiment': 'positive', 'score': 0.16, 'context': 'came my boyfriend anniversary it highly recommended to by friend'}]"
598,"people , it in lifetime experience .","['lifetime experience', 'people , it']","[{'aspect': 'lifetime experience', 'sentiment': 'neutral', 'score': 0.0, 'context': 'people , it in lifetime experience .'}, {'aspect': 'people , it', 'sentiment': 'neutral', 'score': 0.0, 'context': 'people , it in lifetime experience .'}]"
599,"food is o.k. , but not better get at good neighborhood .",['good neighborhood'],"[{'aspect': 'good neighborhood', 'sentiment': 'negative', 'score': -0.22, 'context': ', but not better get at good neighborhood .'}]"
600,we pot sticker great tempura dish great .,"['pot sticker', 'great tempura']","[{'aspect': 'pot sticker', 'sentiment': 'positive', 'score': 0.8, 'context': 'we pot sticker great tempura dish great .'}, {'aspect': 'great tempura', 'sentiment': 'positive', 'score': 0.8, 'context': 'we pot sticker great tempura dish great .'}]"
601,think stuff better disney .,['better disney'],"[{'aspect': 'better disney', 'sentiment': 'positive', 'score': 0.5, 'context': 'think stuff better disney .'}]"
602,"reading good review of , decided to give it try two friend .","['good review', 'two friend']","[{'aspect': 'good review', 'sentiment': 'positive', 'score': 0.7, 'context': 'reading good review of , decided to give it'}, {'aspect': 'two friend', 'sentiment': 'neutral', 'score': 0.0, 'context': ', decided to give it try two friend .'}]"
603,"entree range is not overly expensive , in new york city , is definitely better food in range , so sapphire , despite it lovely atmosphere , likely not be to return .","['entree range', 'new york city', 'lovely atmosphere', 'better food', 'it lovely atmosphere']","[{'aspect': 'entree range', 'sentiment': 'positive', 'score': 0.5, 'context': 'entree range is not overly expensive , in'}, {'aspect': 'new york city', 'sentiment': 'neutral', 'score': -0.05, 'context': 'is not overly expensive , in new york city , is definitely better food in'}, {'aspect': 'lovely atmosphere', 'sentiment': 'negative', 'score': -0.25, 'context': ', so sapphire , despite it lovely atmosphere , likely not be to return'}, {'aspect': 'better food', 'sentiment': 'positive', 'score': 0.32, 'context': 'new york city , is definitely better food in range , so sapphire ,'}, {'aspect': 'it lovely atmosphere', 'sentiment': 'negative', 'score': -0.25, 'context': 'range , so sapphire , despite it lovely atmosphere , likely not be to return'}]"
