id,text,aspects
1042,"food excellent , it cheap though not extremely expensive either .","['food excellent , it']"
1043,beef noodle soup is good a well .,"['beef soup', 'beef noodle soup', 'noodle soup']"
1044,so sad to read bad review got !,['bad review']
1045,delivery service is great .,['delivery service']
1046,"food dazzling flavor overwhelm palate , truly embracing beauty of authentic thai cuisine .","['thai cuisine', 'authentic thai cuisine', 'authentic cuisine', 'dazzling palate', 'flavor overwhelm', 'overwhelm palate']"
1047,recieved prompt service smile .,"['prompt smile', 'prompt service smile', 'service smile']"
1048,pray to food god to make good pizza like vt .,"['food god', 'good pizza']"
1049,place quiet delightful .,[]
1050,molto bene !,['molto bene']
1051,.the best ve found outside of chinatown master .,['chinatown master']
1052,amazing !,[]
1053,avoid place !,[]
1054,food is diamond in rough food is delicious homemade perfect balance of herb tomato .,"['delicious homemade perfect balance', 'herb tomato', 'homemade balance', 'perfect balance', 'rough food', 'delicious balance']"
1055,must try !,[]
1056,"a much a like food , bring to go back .",['like food']
1057,it looked like shredded cheese partly done still in strip .,['shredded cheese']
1058,price ambience especially great considering it in west village .,"['great ambience', 'west village', 'price ambience']"
1059,soup is pretty good .,[]
1060,it is so easy to get reservation at top in nyc week notice .,"['nyc week notice', 'nyc notice', 'week notice']"
1061,never better enjoyed humble root vegetable or mushroom consomme chef accomplishes without fat .,"['consomme chef', 'humble chef']"
1062,"if go to roth try to be served by mike , he is great ! !",[]
1063,"based on visit month ago , returned week christmas hugely disappointed .","['returned week', 'returned week christmas']"
1064,went on friend reccomendation .,['friend reccomendation']
1065,"not food , not ambiance , not service , agree previous review wait wait , wait staff rude get in looking to get right .","['staff rude', 'previous review', 'review wait', 'not service', 'not ambiance', 'not food']"
1066,"love es bagel , but live on west side , so often go to murray convenience .",['west side']
1067,always get shabu shabu dinner beef is always fresh .,"['dinner beef', 'shabu shabu', 'shabu shabu dinner beef', 'shabu dinner']"
1068,pizza delivered cold cheese even fully melted !,['cold cheese']
1069,we surprised by good food on first visit on sunday night .,"['first visit', 'good food', 'sunday night']"
1070,"nha trang , notorious utter lack of comfort decor , horribly slow wait staff horribly quick meal , is one of best vietnamese restaurant ve ever to . pho is delicious come fresh vegtables .","['comfort decor', 'notorious lack', 'best vietnamese restaurant', 'wait staff', 'best restaurant', 'utter lack', 'horribly slow wait staff', 'slow staff', 'fresh vegtables', 'vietnamese restaurant', 'quick meal', 'horribly quick meal']"
1071,"on hand , if not fooled easily , find hundred of restaurant give service ambiance is on par alain ducasse , food outshine in presentaion , taste , choice , quality quantity .","['quality quantity', 'alain ducasse', 'food outshine', 'par alain ducasse', 'service ambiance', 'par ducasse']"
1072,we definitely go back .,[]
1073,live in neighborhood my friend meet me not bar scene but also promise of pizza at am .,"['but also promise', 'my friend']"
1074,is way it in day gone by .,[]
1075,"if could rate people would be chart unfortunately pizza , sorry not best in nyc .","['sorry pizza', 'unfortunately pizza']"
1076,food is amazing ! !,[]
1077,"not home in last year may skew reviewer bit , but food tasty spicy sans oil come floating along at similar venue .","['last year', 'sans oil', 'reviewer bit', 'tasty oil', 'similar venue']"
1078,"portion small , sauce overly ambitious usually inedible service is still good , , due to popularity , seems frantic .","['usually inedible service', 'inedible service', 'small portion']"
1079,"price , not eat well in manhattan .",[]
1080,"owner is friendly great guy , go try pizza , ll like it !","['great guy', 'friendly guy', 'friendly great guy']"
1081,atmosphere is great ! !,[]
1082,"it be fun experience group , kid would love it .","['fun experience group', 'experience group', 'fun experience']"
1083,"so many good restaurant on uws , need overpriced food , absurdly arrogant wait staff recognize work at glorified diner , clumsy service , management care .","['diner service', 'good restaurant', 'many restaurant', 'arrogant staff', 'wait staff', 'glorified diner', 'so many good restaurant', 'overpriced food', 'recognize work', 'staff recognize', 'clumsy service', 'management care']"
1084,"tend to judge sushi by sea urchin , heavenly at sushi rose .",['sea urchin']
1085,service is little scatty at time but is forgiven food arrives .,['little scatty']
1086,"bruscetta is bit soggy , but salad fresh , included nice mix of green not iceberg dish served piping hot kitchen .","['green not iceberg dish', 'nice mix', 'hot kitchen']"
1087,evaluated on term pastis is simply wonderful .,['term pastis']
1088,"atmosphere greatest , but suppose keep price .",[]
1089,pickle great addition .,['great addition']
1090,"if favorite chinese food is general tao chicken , is not .","['chinese food', 'general tao chicken', 'favorite chinese food', 'favorite food']"
1091,must try shrimp appetizer .,['shrimp appetizer']
1092,"not is cuisine best around , service always attentive charming .",[]
1093,"filled suit , though , so never really feel terribly comfortable .",['filled suit']
1094,"production is symphony , alot of fun to experience.the food sublime part .","['experience.the food', 'sublime part']"
1095,"waiter tend to forget drink completely , food portion so tiny , two people trouble sharing one entree .","['food portion', 'people trouble', 'tiny trouble']"
1096,"my wife going to nyc year miss roxy , food is expensive but it new york !","['nyc year', 'new york', 'my wife', 'nyc year miss roxy']"
1097,"it like transported to italian countryside , romantic filled antique .","['romantic filled antique', 'romantic antique', 'italian countryside', 'filled antique']"
1098,cold appetizer dish taste like way remember to taste growing up in taiwan .,"['cold appetizer dish taste', 'appetizer taste', 'cold appetizer', 'dish taste']"
1099,go see .,[]
1100,"packed at first , so we waited at bar minute we seated .",['bar minute']
1101,"interesting selection , good wine , service fine , fun decor .","['good wine', 'interesting selection', 'service fine', 'fun decor']"
1102,hate .,[]
1103,if reservation ll wait max minute so drink at bar .,['max minute']
1104,"whether it parmesean porcini souffle or lamb glazed with balsamic vinegar , surely be transported to northern italy with one bite .","['northern italy', 'porcini souffle', 'balsamic vinegar', 'one bite']"
1105,"awesome , , , sally !",[]
1106,food at is gourmet indian cuisine .,"['gourmet indian cuisine', 'indian cuisine']"
1107,finally reliable chinese !,[]
1108,get it !,[]
1109,but thing my wife hated it so loud it felt like bar or pub .,['my wife']
1110,"however , it so happens an even amazing street .","['an even amazing street', 'amazing street']"
1111,"plenty of place to go good corned beef sandwich , katz charm it .","['good sandwich', 'good corned beef sandwich', 'corned sandwich', 'beef sandwich']"
1112,"however , looking at table next to , we sort of wished we ordered pizza , looked perrfect .",[]
1113,priced at upper intermediate range .,"['upper intermediate range', 'upper range', 'intermediate range']"
1114,"fish adequate , but inexpertly sliced .",['adequate fish']
1115,recommend ordering in on weeknight .,[]
1116,"if live in new york city , ll find better food at small restaurant outside of time square spend half amount .","['new york city', 'better food', 'half amount', 'small restaurant']"
1117,try olive cream cheese or lox spread on whole wheat everything bagel .,"['olive cream cheese', 'olive cream', 'wheat bagel', 'whole wheat everything bagel', 'cream cheese', 'whole wheat', 'everything bagel']"
1118,"it not nobu , it sure is great deal definitely leave feeling satisfied full .",['great deal']
1119,so my husband made up an excuse so we leave .,"['an excuse', 'my husband']"
1120,it spicy but not offensive .,[]
1121,"disappoint , service second arrived at door extremely pleasant attentive almost one server per table .",['pleasant attentive']
1122,know think but no respect resident of neighborhood ever since opened cabaret next door blast loud music till three in morning every weekend summer .,"['no respect resident', 'loud music', 'door blast', 'next blast', 'weekend summer', 'respect resident']"
1123,rice to fish ration also good try to overpack rice .,['good ration']
1124,used shredded cheese on top !,['shredded cheese']
1125,located in middle of chinatown !,[]
1126,food is great good selecion of wine at reasonable price .,"['great selecion', 'reasonable price', 'great good selecion', 'good selecion']"
1127,eating at ottimo is like eating in chef salvatore esposito home .,"['chef salvatore esposito home', 'esposito home', 'salvatore home']"
1128,katz deli is great ny experience .,"['great ny experience', 'ny experience', 'katz deli', 'great experience']"
1129,check it .,[]
1130,"positive wait staff , prompt , knowledgable , likeable .","['positive wait staff', 'wait staff', 'prompt staff', 'positive staff']"
